name,owner,stargazerCount,created_at,current_date,time_since_created_at_in_seconds,releases_count,url
JavaGuide,Snailclimb,146019,2018-05-07T13:27:00Z,2024-09-21 22:01:17.105717+00:00,201256457.105717,0,https://github.com/Snailclimb/JavaGuide
GitHub-Chinese-Top-Charts,GrowingGit,98960,2019-09-05T03:01:56Z,2024-09-21 22:01:17.105717+00:00,159303561.105717,0,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts
hello-algo,krahets,95710,2022-11-04T11:08:34Z,2024-09-21 22:01:17.105717+00:00,59395963.105717,8,https://github.com/krahets/hello-algo
java-design-patterns,iluwatar,89419,2014-08-09T16:45:18Z,2024-09-21 22:01:17.105717+00:00,319353359.105717,0,https://github.com/iluwatar/java-design-patterns
mall,macrozheng,77370,2018-04-04T01:11:44Z,2024-09-21 22:01:17.105717+00:00,204151773.105717,3,https://github.com/macrozheng/mall
advanced-java,doocs,75737,2018-10-06T11:38:30Z,2024-09-21 22:01:17.105717+00:00,188130167.105717,1,https://github.com/doocs/advanced-java
LeetCodeAnimation,MisterBooo,75328,2018-12-06T08:01:22Z,2024-09-21 22:01:17.105717+00:00,182872795.105717,0,https://github.com/MisterBooo/LeetCodeAnimation
spring-boot,spring-projects,74567,2012-10-19T15:02:57Z,2024-09-21 22:01:17.105717+00:00,376297100.105717,286,https://github.com/spring-projects/spring-boot
elasticsearch,elastic,69602,2010-02-08T13:20:56Z,2024-09-21 22:01:17.105717+00:00,461320821.105717,155,https://github.com/elastic/elasticsearch
interviews,kdn251,63394,2017-02-14T18:19:25Z,2024-09-21 22:01:17.105717+00:00,239859712.105717,0,https://github.com/kdn251/interviews
Java,TheAlgorithms,58713,2016-07-16T10:21:02Z,2024-09-21 22:01:17.105717+00:00,258291615.105717,0,https://github.com/TheAlgorithms/Java
spring-framework,spring-projects,56249,2010-12-08T04:04:45Z,2024-09-21 22:01:17.105717+00:00,435174992.105717,312,https://github.com/spring-projects/spring-framework
ghidra,NationalSecurityAgency,50677,2019-03-01T03:27:48Z,2024-09-21 22:01:17.105717+00:00,175545209.105717,38,https://github.com/NationalSecurityAgency/ghidra
guava,google,50032,2014-05-29T16:23:17Z,2024-09-21 22:01:17.105717+00:00,325575480.105717,46,https://github.com/google/guava
RxJava,ReactiveX,47844,2013-01-08T20:11:48Z,2024-09-21 22:01:17.105717+00:00,369280169.105717,234,https://github.com/ReactiveX/RxJava
Stirling-PDF,Stirling-Tools,42431,2023-01-27T18:22:42Z,2024-09-21 22:01:17.105717+00:00,52112315.105717,85,https://github.com/Stirling-Tools/Stirling-PDF
jadx,skylot,41045,2013-03-18T17:08:21Z,2024-09-21 22:01:17.105717+00:00,363329576.105717,29,https://github.com/skylot/jadx
dubbo,apache,40389,2012-06-19T07:56:02Z,2024-09-21 22:01:17.105717+00:00,386863515.105717,104,https://github.com/apache/dubbo
JeecgBoot,jeecgboot,40106,2018-11-26T10:40:00Z,2024-09-21 22:01:17.105717+00:00,183727277.105717,48,https://github.com/jeecgboot/JeecgBoot
dbeaver,dbeaver,39351,2015-10-21T08:26:28Z,2024-09-21 22:01:17.105717+00:00,281540089.105717,207,https://github.com/dbeaver/dbeaver
MPAndroidChart,PhilJay,37546,2014-04-25T14:29:47Z,2024-09-21 22:01:17.105717+00:00,328519890.105717,44,https://github.com/PhilJay/MPAndroidChart
tutorials,eugenp,36513,2013-04-29T18:26:36Z,2024-09-21 22:01:17.105717+00:00,359696081.105717,0,https://github.com/eugenp/tutorials
arthas,alibaba,35398,2018-08-29T17:15:57Z,2024-09-21 22:01:17.105717+00:00,191393120.105717,55,https://github.com/alibaba/arthas
hello-algorithm,geekxh,35178,2020-05-29T05:47:09Z,2024-09-21 22:01:17.105717+00:00,136224848.105717,0,https://github.com/geekxh/hello-algorithm
lottie-android,airbnb,34969,2016-10-06T22:42:42Z,2024-09-21 22:01:17.105717+00:00,251162315.105717,52,https://github.com/airbnb/lottie-android
termux-app,termux,34910,2015-10-23T09:42:46Z,2024-09-21 22:01:17.105717+00:00,281362711.105717,91,https://github.com/termux/termux-app
glide,bumptech,34592,2013-07-08T22:52:33Z,2024-09-21 22:01:17.105717+00:00,353632124.105717,47,https://github.com/bumptech/glide
halo,halo-dev,33316,2018-03-21T12:56:52Z,2024-09-21 22:01:17.105717+00:00,205319065.105717,190,https://github.com/halo-dev/halo
netty,netty,33297,2010-11-09T09:22:21Z,2024-09-21 22:01:17.105717+00:00,437661536.105717,0,https://github.com/netty/netty
AndroidUtilCode,Blankj,33243,2016-07-30T18:18:32Z,2024-09-21 22:01:17.105717+00:00,257053365.105717,117,https://github.com/Blankj/AndroidUtilCode
spring-boot-demo,xkcoding,32891,2017-11-10T06:27:29Z,2024-09-21 22:01:17.105717+00:00,216660828.105717,0,https://github.com/xkcoding/spring-boot-demo
zxing,zxing,32672,2011-10-12T14:07:27Z,2024-09-21 22:01:17.105717+00:00,408527630.105717,31,https://github.com/zxing/zxing
easyexcel,alibaba,32023,2018-02-06T03:14:08Z,2024-09-21 22:01:17.105717+00:00,209069229.105717,14,https://github.com/alibaba/easyexcel
NewPipe,TeamNewPipe,31100,2015-09-03T23:39:26Z,2024-09-21 22:01:17.105717+00:00,285632511.105717,131,https://github.com/TeamNewPipe/NewPipe
leetcode,doocs,30959,2018-09-16T14:03:03Z,2024-09-21 22:01:17.105717+00:00,189849494.105717,20,https://github.com/doocs/leetcode
selenium,SeleniumHQ,30233,2013-01-14T21:40:56Z,2024-09-21 22:01:17.105717+00:00,368756421.105717,98,https://github.com/SeleniumHQ/selenium
spring-boot-examples,ityouknow,30167,2016-11-05T05:32:33Z,2024-09-21 22:01:17.105717+00:00,248632124.105717,0,https://github.com/ityouknow/spring-boot-examples
nacos,alibaba,30058,2018-06-15T06:49:27Z,2024-09-21 22:01:17.105717+00:00,197910710.105717,71,https://github.com/alibaba/nacos
apollo,apolloconfig,29063,2016-03-04T10:24:23Z,2024-09-21 22:01:17.105717+00:00,269869014.105717,40,https://github.com/apolloconfig/apollo
hutool,dromara,28950,2014-04-13T07:23:51Z,2024-09-21 22:01:17.105717+00:00,329582246.105717,145,https://github.com/dromara/hutool
kafka,apache,28418,2011-08-15T18:06:16Z,2024-09-21 22:01:17.105717+00:00,413524501.105717,0,https://github.com/apache/kafka
canal,alibaba,28359,2013-01-13T10:59:52Z,2024-09-21 22:01:17.105717+00:00,368881285.105717,31,https://github.com/alibaba/canal
SpringAll,wuyouzhuguli,28239,2018-05-02T02:48:44Z,2024-09-21 22:01:17.105717+00:00,201726753.105717,0,https://github.com/wuyouzhuguli/SpringAll
druid,alibaba,27900,2011-11-03T05:12:51Z,2024-09-21 22:01:17.105717+00:00,406658906.105717,51,https://github.com/alibaba/druid
spring-cloud-alibaba,alibaba,27815,2017-12-01T20:49:15Z,2024-09-21 22:01:17.105717+00:00,214794722.105717,42,https://github.com/alibaba/spring-cloud-alibaba
xxl-job,xuxueli,27395,2015-11-28T12:59:34Z,2024-09-21 22:01:17.105717+00:00,278240503.105717,33,https://github.com/xuxueli/xxl-job
vhr,lenve,27297,2018-01-04T08:57:51Z,2024-09-21 22:01:17.105717+00:00,211899806.105717,0,https://github.com/lenve/vhr
JCSprout,crossoverJie,27070,2017-12-17T09:06:50Z,2024-09-21 22:01:17.105717+00:00,213454467.105717,0,https://github.com/crossoverJie/JCSprout
ruoyi-vue-pro,YunaiV,26799,2021-01-24T03:18:25Z,2024-09-21 22:01:17.105717+00:00,115497772.105717,28,https://github.com/YunaiV/ruoyi-vue-pro
miaosha,qiurunze123,26191,2018-09-14T04:36:24Z,2024-09-21 22:01:17.105717+00:00,190056293.105717,0,https://github.com/qiurunze123/miaosha
fastjson,alibaba,25722,2011-11-03T06:58:52Z,2024-09-21 22:01:17.105717+00:00,406652545.105717,84,https://github.com/alibaba/fastjson
butterknife,JakeWharton,25560,2013-03-05T08:18:59Z,2024-09-21 22:01:17.105717+00:00,364484538.105717,0,https://github.com/JakeWharton/butterknife
toBeTopJavaer,hollischuang,25298,2018-10-25T09:54:54Z,2024-09-21 22:01:17.105717+00:00,186494783.105717,0,https://github.com/hollischuang/toBeTopJavaer
incubator-seata,apache,25226,2018-12-28T08:37:22Z,2024-09-21 22:01:17.105717+00:00,180969835.105717,41,https://github.com/apache/incubator-seata
proxyee-down,proxyee-down-org,24937,2017-10-25T10:07:27Z,2024-09-21 22:01:17.105717+00:00,218030030.105717,49,https://github.com/proxyee-down-org/proxyee-down
SmartRefreshLayout,scwang90,24892,2017-06-02T09:52:50Z,2024-09-21 22:01:17.105717+00:00,230558907.105717,12,https://github.com/scwang90/SmartRefreshLayout
Telegram,DrKLO,24794,2013-10-25T14:08:10Z,2024-09-21 22:01:17.105717+00:00,344245987.105717,94,https://github.com/DrKLO/Telegram
EventBus,greenrobot,24665,2012-07-16T16:55:40Z,2024-09-21 22:01:17.105717+00:00,384498337.105717,7,https://github.com/greenrobot/EventBus
Hystrix,Netflix,24071,2012-11-19T20:14:46Z,2024-09-21 22:01:17.105717+00:00,373599991.105717,79,https://github.com/Netflix/Hystrix
flink,apache,23859,2014-06-07T07:00:10Z,2024-09-21 22:01:17.105717+00:00,324831667.105717,0,https://github.com/apache/flink
skywalking,apache,23719,2015-11-07T03:30:36Z,2024-09-21 22:01:17.105717+00:00,280089041.105717,60,https://github.com/apache/skywalking
gson,google,23275,2015-03-19T18:21:20Z,2024-09-21 22:01:17.105717+00:00,300166797.105717,7,https://github.com/google/gson
redisson,redisson,23213,2014-01-11T14:06:25Z,2024-09-21 22:01:17.105717+00:00,337506892.105717,154,https://github.com/redisson/redisson
libgdx,libgdx,23165,2012-08-10T19:34:38Z,2024-09-21 22:01:17.105717+00:00,382328799.105717,11,https://github.com/libgdx/libgdx
jenkins,jenkinsci,22996,2010-11-22T21:21:23Z,2024-09-21 22:01:17.105717+00:00,436495194.105717,367,https://github.com/jenkinsci/jenkins
bazel,bazelbuild,22994,2014-06-12T16:00:38Z,2024-09-21 22:01:17.105717+00:00,324367239.105717,153,https://github.com/bazelbuild/bazel
keycloak,keycloak,22377,2013-07-02T13:38:51Z,2024-09-21 22:01:17.105717+00:00,354183746.105717,63,https://github.com/keycloak/keycloak
Sentinel,alibaba,22323,2018-04-04T06:37:33Z,2024-09-21 22:01:17.105717+00:00,204132224.105717,25,https://github.com/alibaba/Sentinel
Mindustry,Anuken,22155,2017-04-30T01:24:29Z,2024-09-21 22:01:17.105717+00:00,233440608.105717,160,https://github.com/Anuken/Mindustry
source-code-hunter,doocs,22005,2019-10-28T01:35:10Z,2024-09-21 22:01:17.105717+00:00,154729567.105717,0,https://github.com/doocs/source-code-hunter
ExoPlayer,google,21705,2014-06-13T21:19:18Z,2024-09-21 22:01:17.105717+00:00,324261719.105717,28,https://github.com/google/ExoPlayer
openapi-generator,OpenAPITools,21359,2018-05-12T09:57:56Z,2024-09-21 22:01:17.105717+00:00,200837001.105717,66,https://github.com/OpenAPITools/openapi-generator
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,21241,2012-11-24T00:14:41Z,2024-09-21 22:01:17.105717+00:00,373239996.105717,0,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition
eladmin,elunez,21210,2018-12-14T08:54:24Z,2024-09-21 22:01:17.105717+00:00,182178413.105717,1,https://github.com/elunez/eladmin
rocketmq,apache,21093,2016-11-30T08:00:08Z,2024-09-21 22:01:17.105717+00:00,246463269.105717,19,https://github.com/apache/rocketmq
graal,oracle,20257,2016-01-14T17:11:35Z,2024-09-21 22:01:17.105717+00:00,274164582.105717,32,https://github.com/oracle/graal
GSYVideoPlayer,CarGuo,20103,2016-11-13T12:34:31Z,2024-09-21 22:01:17.105717+00:00,247915606.105717,47,https://github.com/CarGuo/GSYVideoPlayer
DoKit,didi,20091,2018-08-14T10:32:07Z,2024-09-21 22:01:17.105717+00:00,192713350.105717,10,https://github.com/didi/DoKit
RxAndroid,ReactiveX,19886,2014-08-19T03:46:38Z,2024-09-21 22:01:17.105717+00:00,318536079.105717,20,https://github.com/ReactiveX/RxAndroid
Apktool,iBotPeaches,19876,2012-03-19T17:46:53Z,2024-09-21 22:01:17.105717+00:00,394776864.105717,23,https://github.com/iBotPeaches/Apktool
HikariCP,brettwooldridge,19870,2013-10-08T05:43:03Z,2024-09-21 22:01:17.105717+00:00,345745094.105717,0,https://github.com/brettwooldridge/HikariCP
shardingsphere,apache,19799,2016-01-18T12:49:26Z,2024-09-21 22:01:17.105717+00:00,273834711.105717,56,https://github.com/apache/shardingsphere
mybatis-3,mybatis,19699,2013-02-14T19:03:32Z,2024-09-21 22:01:17.105717+00:00,366087465.105717,43,https://github.com/mybatis/mybatis-3
jdk,openjdk,19448,2018-09-17T12:29:20Z,2024-09-21 22:01:17.105717+00:00,189768717.105717,0,https://github.com/openjdk/jdk
litemall,linlinjava,19122,2018-03-22T16:42:30Z,2024-09-21 22:01:17.105717+00:00,205219127.105717,8,https://github.com/linlinjava/litemall
SpringBoot-Labs,yudaocode,18981,2018-09-12T14:51:46Z,2024-09-21 22:01:17.105717+00:00,190192171.105717,0,https://github.com/yudaocode/SpringBoot-Labs
PhotoView,Baseflow,18771,2012-07-17T16:39:00Z,2024-09-21 22:01:17.105717+00:00,384412937.105717,5,https://github.com/Baseflow/PhotoView
SmartTube,yuliskov,18710,2020-07-28T12:53:52Z,2024-09-21 22:01:17.105717+00:00,131015245.105717,496,https://github.com/yuliskov/SmartTube
cat,dianping,18636,2012-12-05T02:31:48Z,2024-09-21 22:01:17.105717+00:00,372281369.105717,3,https://github.com/dianping/cat
SpringCloudLearning,forezp,17847,2017-04-08T10:06:56Z,2024-09-21 22:01:17.105717+00:00,235310061.105717,0,https://github.com/forezp/SpringCloudLearning
dataease,dataease,17413,2021-02-02T04:10:21Z,2024-09-21 22:01:17.105717+00:00,114717056.105717,82,https://github.com/dataease/dataease
disruptor,LMAX-Exchange,17366,2012-09-21T13:42:24Z,2024-09-21 22:01:17.105717+00:00,378721133.105717,14,https://github.com/LMAX-Exchange/disruptor
awesome-system-design-resources,ashishps1,17331,2023-10-25T01:50:42Z,2024-09-21 22:01:17.105717+00:00,28757435.105717,0,https://github.com/ashishps1/awesome-system-design-resources
thingsboard,thingsboard,17256,2016-12-01T09:33:30Z,2024-09-21 22:01:17.105717+00:00,246371267.105717,61,https://github.com/thingsboard/thingsboard
LSPosed,LSPosed,17221,2020-12-12T08:39:37Z,2024-09-21 22:01:17.105717+00:00,119193700.105717,39,https://github.com/LSPosed/LSPosed
tinker,Tencent,17137,2016-09-06T06:57:52Z,2024-09-21 22:01:17.105717+00:00,253811005.105717,57,https://github.com/Tencent/tinker
Algorithms,williamfiset,17128,2017-03-18T02:50:46Z,2024-09-21 22:01:17.105717+00:00,237150631.105717,0,https://github.com/williamfiset/Algorithms
APIJSON,Tencent,17103,2016-11-21T12:03:29Z,2024-09-21 22:01:17.105717+00:00,247226268.105717,100,https://github.com/Tencent/APIJSON
intellij-community,JetBrains,17097,2011-09-30T13:33:05Z,2024-09-21 22:01:17.105717+00:00,409566492.105717,0,https://github.com/JetBrains/intellij-community
fresco,facebook,17072,2015-03-02T09:58:04Z,2024-09-21 22:01:17.105717+00:00,301665793.105717,51,https://github.com/facebook/fresco
antlr4,antlr,16997,2010-02-04T01:36:28Z,2024-09-21 22:01:17.105717+00:00,461708689.105717,31,https://github.com/antlr/antlr4
zipkin,openzipkin,16939,2012-06-06T18:26:16Z,2024-09-21 22:01:17.105717+00:00,387948901.105717,92,https://github.com/openzipkin/zipkin
DSA-Bootcamp-Java,kunal-kushwaha,16924,2021-07-30T12:23:25Z,2024-09-21 22:01:17.105717+00:00,99308272.105717,0,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java
Android-Universal-Image-Loader,nostra13,16786,2011-11-27T18:48:23Z,2024-09-21 22:01:17.105717+00:00,404536374.105717,0,https://github.com/nostra13/Android-Universal-Image-Loader
java8-tutorial,winterbe,16726,2014-03-16T17:25:43Z,2024-09-21 22:01:17.105717+00:00,331965334.105717,0,https://github.com/winterbe/java8-tutorial
zheng,shuzheng,16664,2016-10-04T10:07:06Z,2024-09-21 22:01:17.105717+00:00,251380451.105717,0,https://github.com/shuzheng/zheng
analysis-ik,infinilabs,16489,2011-12-16T09:01:45Z,2024-09-21 22:01:17.105717+00:00,402929972.105717,208,https://github.com/infinilabs/analysis-ik
JustAuth,justauth,16402,2019-01-31T09:42:20Z,2024-09-21 22:01:17.105717+00:00,178028337.105717,45,https://github.com/justauth/JustAuth
mybatis-plus,baomidou,16297,2016-08-18T10:06:53Z,2024-09-21 22:01:17.105717+00:00,255441264.105717,31,https://github.com/baomidou/mybatis-plus
material-components-android,material-components,16278,2016-12-05T16:11:29Z,2024-09-21 22:01:17.105717+00:00,246001788.105717,97,https://github.com/material-components/material-components-android
springboot-learning-example,JeffLi1993,16233,2017-02-06T07:02:25Z,2024-09-21 22:01:17.105717+00:00,240591532.105717,0,https://github.com/JeffLi1993/springboot-learning-example
conductor,conductor-oss,16216,2023-12-08T06:06:09Z,2024-09-21 22:01:17.105717+00:00,24940508.105717,11,https://github.com/conductor-oss/conductor
Sa-Token,dromara,16171,2020-02-03T10:34:29Z,2024-09-21 22:01:17.105717+00:00,146230008.105717,33,https://github.com/dromara/Sa-Token
Grasscutter,Grasscutters,16167,2022-04-17T12:43:46Z,2024-09-21 22:01:17.105717+00:00,76756651.105717,20,https://github.com/Grasscutters/Grasscutter
yudao-cloud,YunaiV,16088,2019-05-02T16:06:49Z,2024-09-21 22:01:17.105717+00:00,170142868.105717,14,https://github.com/YunaiV/yudao-cloud
presto,prestodb,15924,2012-08-09T01:03:37Z,2024-09-21 22:01:17.105717+00:00,382481860.105717,0,https://github.com/prestodb/presto
DataX,alibaba,15787,2018-01-18T10:09:47Z,2024-09-21 22:01:17.105717+00:00,210685890.105717,7,https://github.com/alibaba/DataX
BigData-Notes,heibaiying,15754,2019-03-10T01:40:01Z,2024-09-21 22:01:17.105717+00:00,174774076.105717,0,https://github.com/heibaiying/BigData-Notes
caffeine,ben-manes,15730,2014-12-13T08:45:11Z,2024-09-21 22:01:17.105717+00:00,308495766.105717,68,https://github.com/ben-manes/caffeine
SpringBoot-Learning,dyc87112,15700,2016-08-21T03:39:06Z,2024-09-21 22:01:17.105717+00:00,255205331.105717,0,https://github.com/dyc87112/SpringBoot-Learning
Android-CleanArchitecture,android10,15514,2014-08-19T14:09:26Z,2024-09-21 22:01:17.105717+00:00,318498711.105717,0,https://github.com/android10/Android-CleanArchitecture
VirtualXposed,android-hacker,15369,2017-12-01T09:00:58Z,2024-09-21 22:01:17.105717+00:00,214837219.105717,50,https://github.com/android-hacker/VirtualXposed
Chat2DB,CodePhiliaX,14891,2023-06-20T14:05:26Z,2024-09-21 22:01:17.105717+00:00,39686151.105717,38,https://github.com/CodePhiliaX/Chat2DB
mockito,mockito,14821,2012-10-13T20:27:12Z,2024-09-21 22:01:17.105717+00:00,376796045.105717,211,https://github.com/mockito/mockito
hadoop,apache,14656,2014-08-28T07:00:08Z,2024-09-21 22:01:17.105717+00:00,317746869.105717,0,https://github.com/apache/hadoop
bytecode-viewer,Konloch,14612,2014-10-14T10:26:46Z,2024-09-21 22:01:17.105717+00:00,313673671.105717,59,https://github.com/Konloch/bytecode-viewer
CircleImageView,hdodenhof,14556,2014-01-17T16:44:46Z,2024-09-21 22:01:17.105717+00:00,336978991.105717,0,https://github.com/hdodenhof/CircleImageView
flink-learning,zhisheng17,14493,2019-01-01T07:38:28Z,2024-09-21 22:01:17.105717+00:00,180627769.105717,0,https://github.com/zhisheng17/flink-learning
ARouter,alibaba,14443,2016-12-14T01:27:49Z,2024-09-21 22:01:17.105717+00:00,245277208.105717,16,https://github.com/alibaba/ARouter
QMUI_Android,Tencent,14418,2017-04-21T10:03:18Z,2024-09-21 22:01:17.105717+00:00,234187079.105717,35,https://github.com/Tencent/QMUI_Android
tech-interview-for-developer,gyoogle,14393,2019-06-09T04:42:57Z,2024-09-21 22:01:17.105717+00:00,166900700.105717,0,https://github.com/gyoogle/tech-interview-for-developer
questdb,questdb,14357,2014-04-28T23:29:15Z,2024-09-21 22:01:17.105717+00:00,328228322.105717,85,https://github.com/questdb/questdb
vert.x,eclipse-vertx,14253,2011-06-17T14:54:55Z,2024-09-21 22:01:17.105717+00:00,418633582.105717,0,https://github.com/eclipse-vertx/vert.x
pulsar,apache,14137,2016-06-28T07:00:03Z,2024-09-21 22:01:17.105717+00:00,259858874.105717,90,https://github.com/apache/pulsar
Arduino,arduino,14124,2010-09-17T19:10:36Z,2024-09-21 22:01:17.105717+00:00,442205441.105717,37,https://github.com/arduino/Arduino
jd-gui,java-decompiler,13942,2015-03-25T05:28:41Z,2024-09-21 22:01:17.105717+00:00,299694756.105717,18,https://github.com/java-decompiler/jd-gui
logger,orhanobut,13816,2015-03-20T22:30:12Z,2024-09-21 22:01:17.105717+00:00,300065465.105717,16,https://github.com/orhanobut/logger
deeplearning4j,deeplearning4j,13612,2013-11-27T02:03:28Z,2024-09-21 22:01:17.105717+00:00,341438269.105717,0,https://github.com/deeplearning4j/deeplearning4j
jib,GoogleContainerTools,13606,2018-01-22T18:30:43Z,2024-09-21 22:01:17.105717+00:00,210310234.105717,161,https://github.com/GoogleContainerTools/jib
quarkus,quarkusio,13580,2018-07-06T00:44:20Z,2024-09-21 22:01:17.105717+00:00,196118217.105717,334,https://github.com/quarkusio/quarkus
Luban,Curzibn,13559,2016-07-24T07:43:21Z,2024-09-21 22:01:17.105717+00:00,257609876.105717,6,https://github.com/Curzibn/Luban
Material-Animations,lgvalle,13529,2015-03-08T20:54:00Z,2024-09-21 22:01:17.105717+00:00,301108037.105717,0,https://github.com/lgvalle/Material-Animations
spring-analysis,seaswalker,13510,2016-09-09T07:46:32Z,2024-09-21 22:01:17.105717+00:00,253548885.105717,0,https://github.com/seaswalker/spring-analysis
tink,tink-crypto,13476,2014-06-06T16:21:09Z,2024-09-21 22:01:17.105717+00:00,324884408.105717,21,https://github.com/tink-crypto/tink
AndroidAutoSize,JessYanCoding,13459,2018-08-17T09:04:19Z,2024-09-21 22:01:17.105717+00:00,192459418.105717,14,https://github.com/JessYanCoding/AndroidAutoSize
zuul,Netflix,13447,2013-03-13T18:53:57Z,2024-09-21 22:01:17.105717+00:00,363755240.105717,9,https://github.com/Netflix/zuul
Android-PickerView,Bigkoo,13444,2014-12-28T01:46:38Z,2024-09-21 22:01:17.105717+00:00,307224879.105717,0,https://github.com/Bigkoo/Android-PickerView
druid,apache,13413,2012-10-23T19:08:07Z,2024-09-21 22:01:17.105717+00:00,375936790.105717,61,https://github.com/apache/druid
pinpoint,pinpoint-apm,13380,2014-10-20T09:27:22Z,2024-09-21 22:01:17.105717+00:00,313158835.105717,58,https://github.com/pinpoint-apm/pinpoint
PictureSelector,LuckSiege,13255,2017-01-04T07:47:39Z,2024-09-21 22:01:17.105717+00:00,243440018.105717,116,https://github.com/LuckSiege/PictureSelector
Ehviewer_CN_SXJ,xiaojieonly,13215,2020-11-09T06:14:31Z,2024-09-21 22:01:17.105717+00:00,122053606.105717,87,https://github.com/xiaojieonly/Ehviewer_CN_SXJ
onedev,theonedev,13192,2018-11-06T02:57:01Z,2024-09-21 22:01:17.105717+00:00,185483056.105717,355,https://github.com/theonedev/onedev
piggymetrics,sqshq,13179,2015-03-29T17:56:31Z,2024-09-21 22:01:17.105717+00:00,299304286.105717,2,https://github.com/sqshq/piggymetrics
neo4j,neo4j,13146,2012-11-12T08:46:15Z,2024-09-21 22:01:17.105717+00:00,374246102.105717,72,https://github.com/neo4j/neo4j
mall-learning,macrozheng,12930,2019-04-12T13:20:31Z,2024-09-21 22:01:17.105717+00:00,171880846.105717,0,https://github.com/macrozheng/mall-learning
banner,youth5201314,12864,2016-04-22T05:50:25Z,2024-09-21 22:01:17.105717+00:00,265651852.105717,0,https://github.com/youth5201314/banner
lombok,projectlombok,12830,2009-06-08T19:46:41Z,2024-09-21 22:01:17.105717+00:00,482465676.105717,0,https://github.com/projectlombok/lombok
conductor,Netflix,12829,2016-12-07T22:48:42Z,2024-09-21 22:01:17.105717+00:00,245805155.105717,319,https://github.com/Netflix/conductor
mit-deep-learning-book-pdf,janishar,12735,2017-04-07T10:46:50Z,2024-09-21 22:01:17.105717+00:00,235394067.105717,3,https://github.com/janishar/mit-deep-learning-book-pdf
Java,DuGuQiuBai,12715,2015-11-25T07:30:08Z,2024-09-21 22:01:17.105717+00:00,278519469.105717,0,https://github.com/DuGuQiuBai/Java
supertokens-core,supertokens,12707,2020-01-05T13:30:52Z,2024-09-21 22:01:17.105717+00:00,148725025.105717,76,https://github.com/supertokens/supertokens-core
dolphinscheduler,apache,12696,2019-03-01T16:39:25Z,2024-09-21 22:01:17.105717+00:00,175497712.105717,52,https://github.com/apache/dolphinscheduler
stetho,facebook,12669,2015-01-22T22:34:10Z,2024-09-21 22:01:17.105717+00:00,304990027.105717,13,https://github.com/facebook/stetho
greenDAO,greenrobot,12627,2011-10-22T16:15:14Z,2024-09-21 22:01:17.105717+00:00,407655963.105717,8,https://github.com/greenrobot/greenDAO
Matisse,zhihu,12518,2017-04-13T01:31:05Z,2024-09-21 22:01:17.105717+00:00,234909012.105717,15,https://github.com/zhihu/Matisse
zaproxy,zaproxy,12514,2015-06-03T16:55:01Z,2024-09-21 22:01:17.105717+00:00,293605576.105717,10,https://github.com/zaproxy/zaproxy
guice,google,12465,2014-05-28T23:18:53Z,2024-09-21 22:01:17.105717+00:00,325636944.105717,19,https://github.com/google/guice
AndroidViewAnimations,daimajia,12422,2014-06-23T03:53:13Z,2024-09-21 22:01:17.105717+00:00,323460484.105717,9,https://github.com/daimajia/AndroidViewAnimations
eureka,Netflix,12370,2012-07-26T22:23:07Z,2024-09-21 22:01:17.105717+00:00,383614690.105717,149,https://github.com/Netflix/eureka
AndroidSwipeLayout,daimajia,12369,2014-08-25T04:09:33Z,2024-09-21 22:01:17.105717+00:00,318016304.105717,18,https://github.com/daimajia/AndroidSwipeLayout
doris,apache,12341,2017-08-10T12:13:30Z,2024-09-21 22:01:17.105717+00:00,224588867.105717,56,https://github.com/apache/doris
spring-boot-admin,codecentric,12336,2014-07-25T11:39:13Z,2024-09-21 22:01:17.105717+00:00,320667724.105717,122,https://github.com/codecentric/spring-boot-admin
dex2jar,pxb1988,12224,2015-03-16T09:13:07Z,2024-09-21 22:01:17.105717+00:00,300458890.105717,8,https://github.com/pxb1988/dex2jar
languagetool,languagetool-org,12213,2013-08-08T16:37:22Z,2024-09-21 22:01:17.105717+00:00,350976235.105717,0,https://github.com/languagetool-org/languagetool
Mybatis-PageHelper,pagehelper,12180,2014-06-09T15:32:30Z,2024-09-21 22:01:17.105717+00:00,324628127.105717,14,https://github.com/pagehelper/Mybatis-PageHelper
zookeeper,apache,12155,2009-03-27T15:41:56Z,2024-09-21 22:01:17.105717+00:00,488787561.105717,0,https://github.com/apache/zookeeper
COLA,alibaba,11883,2018-02-06T13:46:27Z,2024-09-21 22:01:17.105717+00:00,209031290.105717,11,https://github.com/alibaba/COLA
uCrop,Yalantis,11854,2016-01-05T13:41:06Z,2024-09-21 22:01:17.105717+00:00,274954811.105717,17,https://github.com/Yalantis/uCrop
VasSonic,Tencent,11815,2017-08-01T08:35:13Z,2024-09-21 22:01:17.105717+00:00,225379564.105717,10,https://github.com/Tencent/VasSonic
jedis,redis,11800,2010-06-11T13:04:43Z,2024-09-21 22:01:17.105717+00:00,450694594.105717,107,https://github.com/redis/jedis
mall-swarm,macrozheng,11694,2019-11-25T06:55:31Z,2024-09-21 22:01:17.105717+00:00,152291146.105717,3,https://github.com/macrozheng/mall-swarm
